0.000000000000000000e+00 -9.904168301411324371e-03
3.147888430450694348e-03 1.405522240824371716e-01
6.295776860901388695e-03 -1.615177000131587381e-01
9.443665291352083477e-03 7.158523544785816428e-02
1.259155372180277739e-02 -5.411553785461128280e-02
1.573944215225347304e-02 -2.952947476335984756e-01
1.888733058270416695e-02 1.438991557399421362e-01
2.203521901315486087e-02 -2.875016762536042880e-01
2.518310744360555478e-02 2.572018411685123018e-01
2.833099587405624870e-02 -2.530397240451954730e-02
3.147888430450694608e-02 -2.772252616434688344e-01
3.462677273495763652e-02 5.511028028906422849e-01
3.777466116540833391e-02 -3.599095241703867409e-02
4.092254959585902435e-02 8.420113902746469148e-02
4.407043802630972174e-02 3.241915555945977800e-01
4.721832645676041218e-02 -1.650437395762457959e-01
5.036621488721110956e-02 5.245068678084358060e-01
5.351410331766180695e-02 -1.013182452838169711e-01
5.666199174811249739e-02 -1.864806782422073206e-01
5.980988017856319477e-02 1.811119518793200267e-01
6.295776860901389216e-02 -1.069618960995314810e-01
6.610565703946458260e-02 -3.260658276099231978e-02
6.925354546991527305e-02 1.657616459850602408e-01
7.240143390036596349e-02 1.241137923043727498e-01
7.554932233081666781e-02 8.310901663079521551e-02
7.869721076126735826e-02 5.246460849963599515e-02
8.184509919171804870e-02 4.246318238817846091e-01
8.499298762216875303e-02 1.720422156651736090e-01
8.814087605261944347e-02 3.038935576323255061e-01
9.128876448307013391e-02 -1.164260139803144772e-01
9.443665291352082436e-02 -3.270522199809586250e-02
9.758454134397152868e-02 -3.441635624395000814e-02
1.007324297744222191e-01 1.077948309214870060e-01
1.038803182048729096e-01 3.570824472178709685e-01
1.070282066353236139e-01 3.798723221978378417e-01
1.101760950657743043e-01 3.958962075584771534e-01
1.133239834962249948e-01 2.577513537425691337e-01
1.164718719266756852e-01 8.800590474741322444e-02
1.196197603571263895e-01 1.823624668004588112e-01
1.227676487875770800e-01 -3.660927844924996011e-01
1.259155372180277843e-01 1.996291589174513659e-01
1.290634256484784748e-01 -2.397630523764340549e-01
1.322113140789291652e-01 1.654345854110650660e-01
1.353592025093798557e-01 1.483774424574942075e-01
1.385070909398305461e-01 1.920338030207077717e-02
1.416549793702812365e-01 8.761979616777552937e-02
1.448028678007319270e-01 1.149860158577104274e-01
1.479507562311826452e-01 1.876163048579407300e-01
1.510986446616333356e-01 1.557030895047601948e-01
1.542465330920840261e-01 2.674008801893720255e-01
1.573944215225347165e-01 -4.434268769222676765e-02
1.605423099529854070e-01 -2.250171265013964639e-01
1.636901983834360974e-01 2.856055492397465700e-01
1.668380868138867879e-01 3.741379700290463628e-01
1.699859752443375061e-01 2.055380904006413323e-01
1.731338636747881965e-01 -7.634637884464445801e-02
1.762817521052388869e-01 9.237063837673520350e-02
1.794296405356895774e-01 3.217364843259868934e-01
1.825775289661402678e-01 4.038476373530665020e-01
1.857254173965909583e-01 2.357538588118814615e-01
1.888733058270416487e-01 1.815881769507325660e-01
1.920211942574923669e-01 2.120693509706936819e-01
1.951690826879430574e-01 3.842153025620970164e-01
1.983169711183937478e-01 1.916318030651227855e-01
2.014648595488444383e-01 -5.107294357296374154e-02
2.046127479792951287e-01 7.322745633997124193e-02
2.077606364097458191e-01 2.273786301026484158e-01
2.109085248401965096e-01 2.648812324344018143e-01
2.140564132706472278e-01 1.573057573675243348e-02
2.172043017010979182e-01 9.401934560276507813e-02
2.203521901315486087e-01 -8.461116144315899978e-02
2.235000785619992991e-01 -1.738673550270008472e-01
2.266479669924499896e-01 5.408930609393738376e-01
2.297958554229006800e-01 3.537754112403037610e-01
2.329437438533513705e-01 5.679805397104839004e-01
2.360916322838020887e-01 2.726637607600315705e-02
2.392395207142527791e-01 7.999544527202862021e-01
2.423874091447034695e-01 -1.226996041523776004e-01
2.455352975751541600e-01 3.200685665478194553e-01
2.486831860056048504e-01 4.899925234677887653e-01
2.518310744360555686e-01 1.362555865370640440e-01
2.549789628665062313e-01 2.968473684968112591e-01
2.581268512969569495e-01 3.384560389325880214e-01
2.612747397274076122e-01 6.181491798461933307e-01
2.644226281578583304e-01 2.832421678092290063e-01
2.675705165883089931e-01 5.834510900185523319e-01
2.707184050187597113e-01 4.258400354918721598e-01
2.738662934492104295e-01 6.304871044305202510e-01
2.770141818796610922e-01 2.910000189946552740e-01
2.801620703101118104e-01 8.136886652351973392e-01
2.833099587405624731e-01 3.070588404961973605e-01
2.864578471710131913e-01 3.986613201174843413e-01
2.896057356014638540e-01 2.764304745408131536e-01
2.927536240319145722e-01 6.305355334285680513e-01
2.959015124623652904e-01 2.514822846197222184e-01
2.990494008928159531e-01 4.977562948099081841e-02
3.021972893232666713e-01 3.427499666444480120e-01
3.053451777537173339e-01 4.715412957525404458e-01
3.084930661841680521e-01 4.239055907731681394e-01
3.116409546146187148e-01 2.828358876255635534e-01
3.147888430450694330e-01 5.858491371229040956e-01
3.179367314755201512e-01 2.544220725121394966e-01
3.210846199059708139e-01 -1.620310164567177469e-01
3.242325083364215321e-01 3.092315723119336557e-01
3.273803967668721948e-01 2.053064814943342808e-01
3.305282851973229130e-01 2.523822007309400317e-01
3.336761736277735757e-01 9.600130864607361869e-02
3.368240620582242939e-01 1.287737205488322934e-01
3.399719504886750121e-01 4.923820582690119352e-01
3.431198389191256748e-01 3.465608884737779727e-01
3.462677273495763930e-01 8.039251100028048658e-01
3.494156157800270557e-01 5.080163100740746618e-01
3.525635042104777739e-01 4.020709727693826951e-01
3.557113926409284366e-01 5.565355426193476784e-01
3.588592810713791548e-01 -2.907943862024719994e-02
3.620071695018298730e-01 2.274840774544027999e-01
3.651550579322805357e-01 9.231453710659737188e-02
3.683029463627312539e-01 4.297051240300534536e-01
3.714508347931819165e-01 6.680298558484428773e-01
3.745987232236326347e-01 2.802036673641282727e-01
3.777466116540832974e-01 6.622265215310121356e-01
3.808945000845340156e-01 3.846718456423310339e-01
3.840423885149847338e-01 4.197413661908263038e-01
3.871902769454353965e-01 2.262216045438877332e-01
3.903381653758861147e-01 6.250257247087370738e-01
3.934860538063367774e-01 5.450044871137221802e-01
3.966339422367874956e-01 2.939119400488882650e-01
3.997818306672381583e-01 5.555049040268927873e-01
4.029297190976888765e-01 4.247177339909792848e-01
4.060776075281395947e-01 5.332510724819340409e-01
4.092254959585902574e-01 1.647575261926489953e-01
4.123733843890409756e-01 7.365714427487848326e-01
4.155212728194916383e-01 2.543029787047665913e-01
4.186691612499423565e-01 3.998210411912199169e-01
4.218170496803930192e-01 4.941961249581320326e-01
4.249649381108437374e-01 5.765297146778121107e-01
4.281128265412944556e-01 4.557911356415111359e-01
4.312607149717451183e-01 2.189736125600456051e-01
4.344086034021958365e-01 3.590802917321683774e-01
4.375564918326464992e-01 3.250118574354696754e-01
