0.000000000000000000e+00 1.069697620185862341e+00
3.147888430450694348e-03 1.360263584304250317e+00
6.295776860901388695e-03 7.749668256124336851e-01
9.443665291352083477e-03 1.101018374255594345e+00
1.259155372180277739e-02 1.158109484805418532e+00
1.573944215225347304e-02 8.916995129887577143e-01
1.888733058270416695e-02 1.073514303213427112e+00
2.203521901315486087e-02 1.162621952314530915e+00
2.518310744360555478e-02 1.152575101755358933e+00
2.833099587405624870e-02 1.445629454062983710e+00
3.147888430450694608e-02 9.052800470954029954e-01
3.462677273495763652e-02 9.440273708962562127e-01
3.777466116540833391e-02 8.409461010119028135e-01
4.092254959585902435e-02 1.195914087668625392e+00
4.407043802630972174e-02 1.274460173890864301e+00
4.721832645676041218e-02 8.559242136383038435e-01
5.036621488721110956e-02 1.428806451075667727e+00
5.351410331766180695e-02 1.113670518972624590e+00
5.666199174811249739e-02 1.437820495021479239e+00
5.980988017856319477e-02 1.033808249314459804e+00
6.295776860901389216e-02 1.124015239861195781e+00
6.610565703946458260e-02 9.119192369491173622e-01
6.925354546991527305e-02 7.829996081293006949e-01
7.240143390036596349e-02 1.556106011277159196e+00
7.554932233081666781e-02 6.531265074710335128e-01
7.869721076126735826e-02 9.133437017154488746e-01
8.184509919171804870e-02 1.226892502710174027e+00
8.499298762216875303e-02 9.751630631323120468e-01
8.814087605261944347e-02 5.942714630848380253e-01
9.128876448307013391e-02 6.989021641511536931e-01
9.443665291352082436e-02 1.073215965372677383e+00
9.758454134397152868e-02 9.932290361355791131e-01
1.007324297744222191e-01 8.343084294802949330e-01
1.038803182048729096e-01 1.215481105244605509e+00
1.070282066353236139e-01 9.610939654900402251e-01
1.101760950657743043e-01 1.190791610266183520e+00
1.133239834962249948e-01 1.170982148224874786e+00
1.164718719266756852e-01 9.792165940885386721e-01
1.196197603571263895e-01 1.038365832593587390e+00
1.227676487875770800e-01 7.582489394559945861e-01
1.259155372180277843e-01 1.097133724167230540e+00
1.290634256484784748e-01 6.937388434299140982e-01
1.322113140789291652e-01 9.264707536539801280e-01
1.353592025093798557e-01 9.923934870050411527e-01
1.385070909398305461e-01 7.319186771545591608e-01
1.416549793702812365e-01 8.153406236780492700e-01
1.448028678007319270e-01 1.047154643336147162e+00
1.479507562311826452e-01 1.011756073688061308e+00
1.510986446616333356e-01 6.038882034774193386e-01
1.542465330920840261e-01 1.181572594081105709e+00
1.573944215225347165e-01 9.887283916910321047e-01
1.605423099529854070e-01 7.747041894043960042e-01
1.636901983834360974e-01 1.276132790026847097e+00
1.668380868138867879e-01 1.088902982505885797e+00
1.699859752443375061e-01 8.912720182759947818e-01
1.731338636747881965e-01 1.266882656428899523e+00
